datetime,portfolio_value,cash,positions,return
2025-07-15 08:30:00-04:00,100000.0,100000.0,[],
2025-07-15 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-15 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-16 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-17 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-18 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-19 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-20 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-21 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-22 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-23 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-24 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-25 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-26 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-27 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-28 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-29 09:30:00-04:00,100000.0,100000.0,[],0.0
2025-07-30 15:59:00-04:00,100000.0,100000.0,[],0.0
2025-07-30 16:00:00-04:00,100000.0,100000.0,[],0.0
