2025-08-11 19:45:34,938: root: INFO: MLTrader : Executing the initialize lifecycle method
2025-08-11 19:45:35,617: root: INFO: Current backtesting datetime 2025-07-15 08:30:00-04:00
2025-08-11 19:45:35,624: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2025-08-11 19:45:35,624: root: INFO: Current backtesting datetime 2025-07-15 09:30:00-04:00
2025-08-11 19:45:35,624: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2025-08-11 19:45:35,624: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,634: root: INFO: [32mNew market order of | 10 SPY buy | with status unprocessed was submitted.[0m
2025-08-11 19:45:35,635: root: INFO: [34mMLTrader : Trading iteration ended at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,636: root: INFO: Getting historical prices for SPY, 1 bars, 
2025-08-11 19:45:35,636: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-08-11 19:45:35,641: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-08-11 19:45:35,642: root: INFO: [32mFilled Transaction: buy 10 of SPY at 627.52001953 USD per share[0m
2025-08-11 19:45:35,642: root: INFO: market order of | 10 SPY buy | with status new was filled
2025-08-11 19:45:35,646: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2025-08-11 19:45:35,646: root: INFO: Current backtesting datetime 2025-07-15 16:00:00-04:00
2025-08-11 19:45:35,646: root: INFO: Current backtesting datetime 2025-07-16 09:30:00-04:00
2025-08-11 19:45:35,646: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,646: root: INFO: [34mMLTrader : Trading iteration ended at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,646: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2025-08-11 19:45:35,646: root: INFO: Current backtesting datetime 2025-07-16 16:00:00-04:00
2025-08-11 19:45:35,651: root: INFO: Current backtesting datetime 2025-07-17 09:30:00-04:00
2025-08-11 19:45:35,652: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,652: root: INFO: [34mMLTrader : Trading iteration ended at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,652: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2025-08-11 19:45:35,652: root: INFO: Current backtesting datetime 2025-07-17 16:00:00-04:00
2025-08-11 19:45:35,652: root: INFO: Current backtesting datetime 2025-07-18 09:30:00-04:00
2025-08-11 19:45:35,652: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,652: root: INFO: [34mMLTrader : Trading iteration ended at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,652: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2025-08-11 19:45:35,652: root: INFO: Current backtesting datetime 2025-07-18 16:00:00-04:00
2025-08-11 19:45:35,652: root: INFO: Current backtesting datetime 2025-07-19 09:30:00-04:00
2025-08-11 19:45:35,659: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2025-08-11 19:45:35,661: root: INFO: Current backtesting datetime 2025-07-19 09:29:00-04:00
2025-08-11 19:45:35,662: root: INFO: Current backtesting datetime 2025-07-19 09:29:00-04:00
2025-08-11 19:45:35,662: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2025-08-11 19:45:35,663: root: INFO: Current backtesting datetime 2025-07-21 08:30:00-04:00
2025-08-11 19:45:35,663: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-08-11 19:45:35,664: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-08-11 19:45:35,665: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2025-08-11 19:45:35,667: root: INFO: Current backtesting datetime 2025-07-21 09:30:00-04:00
2025-08-11 19:45:35,667: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2025-08-11 19:45:35,669: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,669: root: INFO: [34mMLTrader : Trading iteration ended at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,669: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2025-08-11 19:45:35,670: root: INFO: Current backtesting datetime 2025-07-21 16:00:00-04:00
2025-08-11 19:45:35,671: root: INFO: Current backtesting datetime 2025-07-22 09:30:00-04:00
2025-08-11 19:45:35,671: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,671: root: INFO: [34mMLTrader : Trading iteration ended at 2025-08-11 19:45:35[0m
2025-08-11 19:45:35,672: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
