datetime,portfolio_value,cash,positions,return
2023-01-03 08:30:00-05:00,100000.0,100000.0,[],
2023-01-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-04 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-08 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-09 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-10 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-11 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-12 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-13 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-14 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-16 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-17 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-18 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-19 09:30:00-05:00,100000.0,100000.0,[],0.0
2023-01-20 09:30:00-05:00,50067.19921875,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",-0.4993280078125
2023-01-21 09:30:00-05:00,50067.19921875,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",0.0
2023-01-22 09:30:00-05:00,50067.19921875,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",0.0
2023-01-23 09:30:00-05:00,49219.83984375,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",-0.016924441315316563
2023-01-24 09:30:00-05:00,48943.359375,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",-0.005617256570271234
2023-01-25 09:30:00-05:00,49318.3984375,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",0.007662715990262914
2023-01-26 09:30:00-05:00,48399.359375,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",-0.018634811583848943
2023-01-27 09:30:00-05:00,48331.51953125,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",-0.0014016682168119798
2023-01-28 09:30:00-05:00,48331.51953125,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",0.0
2023-01-29 09:30:00-05:00,48331.51953125,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",0.0
2023-01-30 09:30:00-05:00,48441.6015625,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",0.0022776447402781397
2023-01-31 09:30:00-05:00,48655.359375,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",0.004412690860854607
2023-02-01 09:30:00-05:00,48133.12109375,100000.0,"[{'asset': SPY, 'quantity': -128.0}]",-0.010733417406805446
2023-02-02 09:30:00-05:00,-6204.15625,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-1.1288957813044374
2023-02-03 09:30:00-05:00,-5367.0390625,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.13492845018208555
2023-02-04 09:30:00-05:00,-5367.0390625,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-02-05 09:30:00-05:00,-5367.0390625,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-02-06 09:30:00-05:00,-4906.2421875,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.08585681408947266
2023-02-07 09:30:00-05:00,-4670.71875,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.048004853510913215
2023-02-08 09:30:00-05:00,-5761.28125,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.23348922475796696
2023-02-09 09:30:00-05:00,-6088.9609375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.056876183140685876
2023-02-10 09:30:00-05:00,-3900.15625,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.35947096885116125
2023-02-11 09:30:00-05:00,-3900.15625,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-02-12 09:30:00-05:00,-3900.15625,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-02-13 09:30:00-05:00,-4632.3203125,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.18772685389207155
2023-02-14 09:30:00-05:00,-5277.4375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.13926437378675982
2023-02-15 09:30:00-05:00,-5049.6015625,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.04317169791210218
2023-02-16 09:30:00-05:00,-4650.2421875,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.07908730422728283
2023-02-17 09:30:00-05:00,-3951.359375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.15028955145145328
2023-02-18 09:30:00-05:00,-3951.359375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-02-19 09:30:00-05:00,-3951.359375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-02-20 09:30:00-05:00,-3951.359375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-02-21 09:30:00-05:00,-3183.359375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.19436349041271395
2023-02-22 09:30:00-05:00,-2277.1171875,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.2846810808157656
2023-02-23 09:30:00-05:00,-2799.359375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.2293435710585272
2023-02-24 09:30:00-05:00,-1227.5234375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.5614984455148778
2023-02-25 09:30:00-05:00,-1227.5234375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-02-26 09:30:00-05:00,-1227.5234375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-02-27 09:30:00-05:00,-2366.71875,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.9280436346047365
2023-02-28 09:30:00-05:00,-1690.8828125,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.2855581963425101
2023-03-01 09:30:00-05:00,-1224.9609375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.2755494772054169
2023-03-02 09:30:00-05:00,-526.078125,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.570534774705826
2023-03-03 09:30:00-05:00,-2325.7578125,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",3.420936172740503
2023-03-04 09:30:00-05:00,-2325.7578125,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-03-05 09:30:00-05:00,-2325.7578125,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.0
2023-03-06 09:30:00-05:00,-3692.796875,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",0.5877822080840587
2023-03-07 09:30:00-05:00,-3531.5234375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.04367243662704845
2023-03-08 09:30:00-05:00,-1987.84375,100000.0,"[{'asset': SPY, 'quantity': -256.0}]",-0.4371143827358501
